item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"Duelo al sol","Manuel Marsol",Manuel,Marsol,9788417617141,8417617140,"Ya está todo listo: tenemos el lejano Oeste, tenemos un indio y un vaquero. Muy bien. ¡Que dé comienzo el duelo! Manuel Marsol, el multipremiado autor de «El tiempo del gigante» y «Yokai», rinde tributo a su pasión por el Oeste con el relato de un dilatado y tenso duelo entre dos mundos que acabará convirtiéndose en una parábola sobre la necesidad de entendimiento.","Fulgencio Pimentel S.L.",2019-03-25,3-8,"ilustración artística, poco texto","Le encanta a la tía Pichu",20.00,104,,,,,,,4.5,,,,,,2025-12-20,1
book,"La calavera","Jon Klassen, Gemma Rovira",Jon,Klassen,9788410025868,8410025868,"«Klassen es un tesoro nacional, y su versión de esta fábula tirolesa una absoluta maravilla.» THE NEW YORK TIMES «Divertido y exquisito. Cualquier inquietud que los niños entre 6 y 10 años puedan tener acerca de una calavera parlante se disipará a la luz de la actitud amistosa y tierna de este simpático personaje.» THE WALL STREET JOURNAL Klassen es uno de los mejores ilustradores del mundo, y de los pocos en haber ganado los dos premios más prestigiosos de Reino Unido: la medalla Caldecott y la medalla Greenaway. La calavera es una antigua leyenda. Trata de una niña llamada Otilia que se escapa. También trata de una casa en medio del bosque, y de una calavera que vive allí, y del secreto que tiene la calavera, y de la noche en que Otilia descubre el secreto. El galardonado autor de libros ilustrados Jon Klassen adapta con su enorme talento para contar historias este escalofriante cuento del folklore tirolés.","Blackie Books",2024-10-16,,,,,120,,,,,,,,,,,,,2025-12-20,1
book,"Diógenes (Spanish Edition)","Pablo Albo, Pablo Auladell",Pablo,Albo,9788492608287,8492608285,"En esta familia se ""colecciona"" de todo, desde charcos, hasta dunas, pasando por cartas de amor. Una micronovela llena de ternura y humor.",Kalandraka,2010-03-25,"visto en persona","ilustración artística","Escuchamos a Albo en Maliaño con Sara y Vera en 2024",,48,,,,,,,,,,,,,2025-12-20,1
book,"Buenas noches, luna",,,,9788484705611,8484705617,,,,0-3,poético,"Leido por todos los niños cantaribeños",,32,,,,,,,,,,,,,2025-12-20,1
book,"Que Sonaran Las Camas? (Spanish Edition)","Mar Benegas, Ester Garcia",Mar,Benegas,9788494417245,849441724X,,"Libre Albedrio",2018-04-20,,,,,56,,,,,,,,,,,,,2025-12-20,1
book,"Cuentos en verso para ninos perversos","Roald Dahl",Roald,Dahl,9788491221258,8491221255,,"Santillana Educación, S.L.",2016-01-01,1-4,,"Las madres cantaribeñas de niñas y de adultas lo disfrutan por igual",,64,,,,,,,4.0,,,,,,2025-12-20,1
book,Konrad,"Christine Nöstlinger",Christine,Nöstlinger,9788420464466,8420464465,,"Ediciones Alfaguara",2005-09-30,,,,,,,,,,,,,,,,,,2025-12-20,1
book,"Las manos de mi padre","Deok-Kyu Choi, Minjeong Kang",Deok-Kyu,Choi,9788412669039,8412669037,"Esas manos, que en su día cuidaron, necesitan ser cuidadas ahora. Un homenaje a la paternidad. Un canto a la vida y a los cuidados.","Litera Libros",2023-11-16,,"ilustración artística, ternura","Para matar y resucitar padres cantaribeños",,44,,,,,,,,,,,,,2025-12-20,1
book,"Oso que no estaba, El","OREN LAVIE",OREN,LAVIE,9788415208693,8415208693,"Rare book","COLOFON, S.A.",2013-01-01,,,,,,,,,,,,,,,,,,2025-12-20,1
book,"Chinto pinto (Spanish Edition)","Joaquín Gutiérrez",Joaquín,Gutiérrez,9789977671093,9977671095,,"Editorial Universidad de Costa Rica",1989-01-01,3-8,,"Comprado en Costa Rica",,76,,,,,,,,,,,,,2025-12-20,1
book,"Mi mundo perdido","Astrid Lindgren, Equipo Kókinos",Astrid,Lindgren,9788419475992,8419475998,"Este es un libro sobre las memorias y recuerdos de Astrid Lindgren, así como conferencias, pensamientos y reflexiones sobre la vida, y en especial sobre la infancia y la lectura. Un libro escrito para todos aquellos lectores que a menudo le preguntaban si sus personajes existieron de verdad, si los lugares que describía eran reales, o cómo nació la inspiradora y fantástica Pippi Calzaslargas. Nos cuenta la historia de amor de sus padres, a través de la cual se refleja su capacidad para percibir lo bueno y lo esencial. También nos habla del inicio de su gran aventura: cuando, en una humilde cocina, escuchó por primera vez el relato de Bam Bam y el hada Viribunda, y descubrió, sin saberlo aún, que los libros serían parte fundamental de su vida. Astrid Lindgren no podía vivir sin leer, ni tampoco sin escribir, y eligió hacerlo para «un público que puede hacer milagros»: los niños. Durante casi sesenta años, creó personajes inolvidables que forman parte de la literatura universal y que han marcado, reconfortado e inspirado a niños de todo el mundo. A través de su obra, probablemente ha hecho más por el estatus de la literatura infantil como género literario igualitario que ningún otro autor. Escribir libros para niños no es un juego de niños, requiere creatividad, un compromiso incondicional y una gran sensibilidad y, sobre todo, una intención sincera. También requiere facilitadores comprometidos: padres, profesores, libreros y bibliotecarios. A todos ellos va dirigido este libro","Editorial Kókinos",2025-11-05,,,,,156,,,,,,,,,,,,,2025-12-20,1
book,"Mío, mi querido Mío","Astrid Lindgren, Luz Marina Baltasar Navas, Equipo Kókinos",Astrid,Lindgren,9788417742720,8417742727,"Cuenta Astrid Lindgren que caminando por un parque de Estocolmo, de regreso a su casa al anocher, vio un niño pequeño sentado en un banco. Estaba solo, Astrid le miró y fue imaginándose su vida. Le surgían muchas preguntas. ¿Dónde vivirá? ¿Cómo será su familia? Y así, al ir respondiéndolas, comenzó la historia de Mío, que en un principio iba a ser un relato corto y se convirtió en una de las historias más queridas de Astrid Lindgren. Bosse, es un niño de 9 años que vive con sus padres adoptivos, para quienes su presencia resulta incómoda. No parece que les guste nada la idea de haberle adoptado, les molesta todo lo que hace y esa falta de amor hará que comience una aventura. Una aventura en la que Bosse se convertirá en Mío y donde llegará a la «Tierra de Afuera» para luchar contra el cruel y despiadado caballero Kato. ¡El viaje ha comenzado! Además, el delicado lápiz de Luz Marina Baltasar ilustra de una manera exquisita esta conmovedora historia.","Editorial Kókinos",2022-03-16,4-8,"ilustración artística",,,168,,,,,,,,,,,,,2026-01-04,1
book,"El jardín maléfico","Edward Gorey",Edward,Gorey,9788494650673,849465067X,,"Libros del Zorro Rojo",2017-03-29,,,,,,,,,,,,,,,,,,2026-01-05,1
book,"Cómo Son Los Animales y Cómo Dibujarlos","Ai Akikusa",Ai,Akikusa,9788425233173,8425233178,"Con este bonito manual de dibujo, la ilustradora japonesa Ai Akikusa nos introduce en el mundo animal capturá ndolo con papel y lá piz. El tejó n, la nutria, la alpaca, el tigre, el rinoceronte... A partir de la observació n de sus formas y rasgos caracterí sticos, aprenderemos un sinfí n de trucos para dibujar en sencillos pasos cerca de 80 especies animales, a la vez que conoceremos algunas curiosidades sobre su anatomí a, su há bitat o sus costumbres.¿ Sabí as que la jirafa tiene en realidad cinco cuernos? ¿ O que el zorro á rtico luce un pelaje blanco en invierno y otro gris y corto en verano? ¿ O por qué muchos animales herbí voros tienen los ojos en los laterales? Aprende có mo son los animales y có mo dibujarlos con esta sencilla guí a introductoria a las formas del reino animal.","Gustavo Gili Editorial S.A.",2021-01-01,,,,,128,,,,,,,,,,,,,2026-01-05,1
book,"Sick of Each Other","William Steig",William,Steig,9780060295554,0060295554,"For those of us who hate Valentine's Day.","Joanna Cotler",2000-12-31,,,,,48,,,,,,,,,,,,,2026-01-05,1
book,"El lobo, el pato y el ratón","Mac Barnett, Jon Klassen, Susana Tornero Brugués",Mac,Barnett,9788426144959,8426144950,"Una mañana, un ratón con un lobo se encontró, que al momento se lo tragó. El ratón, dentro de la panza de la fiera, pensó que había llegado su fin, cuando de repente oyó a alguien gritar Un pato ya estaba viviendo dentro del vientre del lobo, y vaya, ¡qué bien se lo había montado!: deliciosa comida, elegantes juegos de mesa, cortesía de la glotonería desenfrenada del lobo, pero, sobre todo, lo mejor era ¡no temer ser comido por el lobo! De hecho, la vida dentro de la panza del lobo era muy placentera y tranquila, hasta que apareció un cazador","Editorial Juventud, S.A.",2018-10-01,,,,,48,,,,,,,,,,,,,2026-01-05,1
book,Melancolía,"Simon Hanselmann, Alberto García Marcos, César Sánchez Rodríguez, Joana Carro Pérez",Simon,Hanselmann,9788417617486,8417617485,"La miseria emocional de Megg, Mogg, Búho y Werewolf Jones es inagotable. No rest for the wicked. Las piezas, lejos de ir encajando, se van desperdigando por el tablero. Los personajes de Hanselmann se sienten cada vez más perdidos y, lo que es peor, no hay visos de que encuentren en su entorno un centro de gravedad permanente más allá de los antidepresivos y la comida basura. En la esta nueva entrega de la serie de antihumor de la década, nuestros protagonistas viajan –con catastróficas consecuencias– a la capital del vicio legalizado de la vieja Europa, Amsterdam, y se presentan nuevos presonajes: Jaxon y Diesel, los retoños de WW Jones. Así no hay manera. Dónde vamos a llegar.","Fulgencio Pimentel S.L.",2020-07-06,,,,,160,,,,,,,,,,,,,2026-01-05,1
book,"Conejo y Conejo","Isabella Saturno",Isabella,Saturno,9789802573844,9802573841,,"Ekare, Ediciones",2018-02-01,,,,,32,,,,,,,,,,,,,2026-01-05,1
book,"Trombolina y Mucholío: Las máscaras","Claude Ponti, Robert Juan-Cantavella",Claude,Ponti,9788473294041,8473294041,"Trombolina y Mucholío son los protagonistas de una serie de libritos que Claude Ponti dedicó a ese momento tan tierno que es la pequeña infancia. Los dos polluelos son hermanos, y cada libro cuenta una de sus aventuras. Como son muy traviesos y espabilados, ¡tienen muchas que contar! Esta vez se atreven a fabricar máscaras terroríficas.","CLUB EDITOR 1959, S.L.",2023-06-14,,,,,24,,,,,,,,,,,,,2026-01-05,1
book,"Un Poco Perdido","Chris Haughton (Illustrator)",Chris,(Illustrator),9788417673178,8417673172,"Little Owl is lost and he can't find his mother. Squirrel will help. Will Little Owl be able to get back to his nest? More than 600.000 books sold worldwide. A little masterpiece. Tenderness and laughs guaranteed.","NubeOcho Ediciones",2019-11-26,,,,,40,,,,,,,,,,,,,2026-01-05,1
book,"¿Así o así?","María Pascual de la Torre",María,Torre,9788413431680,8413431689,"Los niños y niñas encuentran a menudo la forma más original o divertida de afrontar las tareas cotidianas, aunque no sea siempre la más práctica o recomendable. En “¿Así o así?” descubrirás que siempre hay otra manera de hacer las cosas. Una propuesta transgresora que invita a la participación en la que pequeños y mayores se verán reflejados. Este nuevo título de la colección Acartonados, con esquinas redondeadas, fondos claros e imágenes definidas, es ideal para los más pequeños como lectura compartida y para manejar de forma autónoma.",Kalandraka,2022-11-16,,,,,24,,,,,,,,,,,,,2026-01-05,1
book,"Por el camino (Spanish Edition)","Mariana Ruiz Johnson, Kalandraka",Mariana,Johnson,9788484642961,8484642968,,"Lectorum Pubns (Juv)",2017-06-01,,,,,26,,,,,,,,,,,,,2026-01-05,1
book,"TRANQUILO COMO CAMILO","DELPHINE ANDRIAMIRADO,NATACHA &amp; RENON",DELPHINE,RENON,9788484706564,8484706567,"Camilo es un cocodrilo muy tranquilo, solo le preocupa una cosa: complacer a sus amigos y sobre todo, no asustarlos. ¡Incluso cuando tienen uno, dos, tres, o veinte amigos subidos en su espalda. Un álbum para leer y jugar: puedes seguir los pasos de Juanito, el pollito que cruza las páginas. Cada animal tiene su redonda de color, para poder contarlos y encontrarlos durante todo el libro, 25 en total. También podemos memorizar sus nombres e ir siguiendo cada uno de sus movimientos hasta la última página. Argumentos de venta: La historia es muy sencilla, se repiten palabras, para conseguir mantener la atención de los más pequeños. Permite tanto acercarse a la numeración como a la relación con los demás. Ideal para leer en compañía y jugar. A partir de 3 años.","Editorial Corimbo S.L.",2023-04-01,,,,,,,,,,,,,,,,,,2026-01-05,1
book,"El topo que quería saber quién se había hecho aquello en su cabeza (libro de cartón)","Werner Holzwarth, Miguel Azaola Rodríguez-Espina",Werner,Holzwarth,9788448854522,8448854527,"La entrañable historia del topo que quería saber quién se había hecho «aquello» en su cabeza, ahora adaptada a los más pequeños en formato libro de cartón.Todo empezó cuando el topo asomó la cabeza por su madriguera y le cayó aquello gordo, marrón, que se parecía a una salchicha. De mal humor, se dispuso a buscar al culpable. Como si de un detective se tratase, el topo va preguntando a todos los animales de la granja, que uno a uno le van enseñando cómo son sus cacas: ¿Habrá sido la paloma? ¿Tal vez la vaca? ¿O la cabra? ¿Podrán ayudarle las moscas, expertas en la materia? ¿Encontrará el topo finalmente a quien lo hizo?Un libro imprescindible en la biblioteca de todas las casas para iniciar a los más pequeños en la lectura y en el amor por los libros:su lectura fácil y estructura repetitiva hace que los niños sigan la historia de forma fácil y participen activamente de la lectura.*un libro ideal para los niños de 2-3 años que están empezando a usar el orinal. El humor y la risa y el hablar tan abiertamente de cacas quitará importancia a ese momento a veces tan complicado para las familias.*la temática escatólogica siempre es un éxito entre los más pequeños. La risa y la diversión están garantizadas.*Los libros de cartón son la herramienta ideal para acercar a los bebés al mundo de los libros, así como para empezar a trabajar con ellos los primeros conceptos de aprendizaje temprano como los colores, las formas, los tamaños, los animales... Además, el formato manejable, los colores vivos, las esquinas redondeadas y las páginas de cartón resistente, los convierten en un objeto idóneo para ser observado y manipulado.",BEASCOA,2020-02-06,,,,,22,,,,,,,,,,,,,2026-01-05,1
book,"Luna / Moon (De La Cuna a La Luna) (Spanish Edition)","Antonio Rubio",Antonio,Rubio,9788493375973,8493375977,"Book by Rubio, Antonio","Kalandraka Editora Sl",2005-07-30,,,,,16,,,,,,,,,,,,,2026-01-05,1
book,"En el cielo","Giovanna Zoboli, Phipil Giordano",Giovanna,Zoboli,9788412340020,8412340027,"En el cielo, el mundo se transforma: sale el sol, zumba un avispón, brilla el arcoíris, caza el murciélago... Y así comienza un cuento sencillo, una retahíla de descubrimientos, personajes y acciones que el lector podrá recitar en voz alta, e incluso ampliar con otros hallazgos cercanos a su realidad. ¿Y en el mar? Ocurren otros fenómenos maravillosos: flota una medusa, se despierta un volcán, brilla un coral, juega una ballena… Un álbum bello y delicado para contar a los más pequeños sobre la herman-dad que une a las criaturas del mar y del aire, con ilustraciones bellas, sutiles y descriptivas del premiado artista italiano Philip Giordano.","Libros del Zorro Rojo",2021-09-15,,,,,24,,,,,,,,,,,,,2026-01-05,1
book,"¡Shhh! Tenemos un plan (Libro de cartón)","Chris Haughton",Chris,Haughton,9788417123765,8417123768,"Cuatro personajes caminan en el bosque con un cazamariposas. Cuando ven un pajarito, empiezan a moverse despacito y sin hacer ruido. ¡Shhhh!¡Tenemos un plan!",NubeOcho,2020-09-07,,,,,42,,,,,,,,,,,,,2026-01-05,1
book,"Rufus el Murcielago Que Adoraba Los Colores","Tomi Ungerer",Tomi,Ungerer,9788484643142,848464314X,,"Kalandraka Ediciones Andalucía, S.L.",2017-11-15,,,,,32,,,,,,,,,,,,,2026-01-05,1
book,Zorro,"Margaret Wild",Margaret,Wild,9788494208126,8494208128,"A one-eyed dog rescues a magpie with a burnt wing, and the two become fast friends. But the deep, caring bond between Dog and Magpie is threatened when Fox, jealous of their friendship, conceives a plan to separate them forever.",Ekaré,2014-09-01,,,,,40,,,,,,,,,,,,,2026-01-05,1
book,"Va la vaca","Pablo Pérez Anton, Simone Rea",Pablo,Anton,9788417555566,8417555560,"Un libro que es capaz de construir una historia entera, utilizando tan solo la primera sílaba del nombre de cada animal que aparece en sus páginas. Lo hace con la complicidad de las ilustraciones de Simone Rea y la del propio lector… Su lectura en voz alta será la clave para que cobre vida el paseo de esta vaca, del zorro, del grillo y de todos los animales que se suceden en sus páginas. Un libro para compartir, para jugar y para volver a repetir el juego con los nombres de fruta, verdura, flores, lugares, personas a nuestro alrededor, inventando nuevas secuencias e historias.","A buen paso editorial S.L.",2021-09-13,,,,,60,,,,,,,,,,,,,2026-01-05,1
book,"Juego de letras (Acartonados) (Spanish Edition)","Antonio Rubio Herrero, Óscar Villán Seoane",Antonio,Herrero,9788484644712,8484644715,,,,,,,,,,,,,,,,,,,,,2026-01-05,1
book,"Cosas Que Parecen Cosas","Mar Benegas",Mar,Benegas,9788491016410,8491016414,"A veces las cosas ¡no son lo que parecen! ¿Parece el sol?, ¿o parece un helado? ¡Descúbrelo tú! Un libro para jugar a adivinar imágenes. ¿Qué será? ¡Gira la página! Descubre que las apariencias engañan con las rimas de Mar Benegas. Sometimes things are not what they seem! Does it look like the sun? Or does it look like ice cream? Find out! A book to guess pictures. What will it be? Turn the page! Discover that appearances can be deceiving with the rhymes of Mar Benegas.","Combel Ediciones Editorial Esin, S.A.",2022-05-01,,,,,18,,,,,,,,,,,,,2026-01-05,1
book,"Miffy va al museo","Dick Bruna",Dick,Bruna,9788412368512,8412368517,"Vuelven las aventuras de Miffy, un clásico de la literatura infantil del artista, autor, ilustrador y diseñador gráfico neerlandés Dick Bruna. La madre de Miffy quiere ir al museo con toda la familia, pero su padre duda, porque piensa que quizá Miffy es demasiado pequeña: «¿Demasiado pequeña? No, no lo soy, ¡soy muy alta y mayor!», dice Miffy. Así que, finalmente, todos se adentrarán en una nueva aventura. Miffy mira los cuadros con atención, observa el ligero movimiento de una escultura móvil e, incluso, el volumen y las dimensiones de una estatua de piedra. Al volver a casa Miffy decide que de mayor quiere ser artista.","COCO BOOKS, S.L.",2021-09-15,,,,,28,,,,,,,,,,,,,2026-01-05,1
book,"Oso y Ratón","Mar Benegas, Cinta Villalobos",Mar,Benegas,9788469866467,846986646X,"Ser amigos no significa estar siempre de acuerdo en todo. Oso y Ratón eran grandes amigos, vivían juntos en el bosque y no necesitaban nada más. Hasta que un día, Ratón dijo: «Vámonos de viaje, Oso». Entonces todo cambió entre ellos.","ANAYA INFANTIL Y JUVENIL",2020-06-11,,,,,32,,,,,,,,,,,,,2026-01-05,1
book,"¡Qué bonito es Panamá!","Janosch, Eva Almazán",Janosch,Janosch,9788492608096,8492608099,"La vida de pequeño oso y pequeño tigre experimenta un vuelco cuando, flotando en el río, aparece una caja que viene de Panamá y que huele a plátano. Desde entonces, Panamá se convierte en el país de sus sueños y por eso deciden iniciar un largo viaje para llegar hasta allí. Con una olla roja, una caña de pescar y un patito-tigre de juguete, emprenden un camino en el que conocerán a un ratón de campo, un viejo zorro, una vaca, una corneja, una liebre y un erizo.",Kalandraka,2010-09-01,,,,,,,,,,,,,,,,,,2026-01-05,1
book,"La asombrosa y verdadera historia de un ratón llamado Pérez","Ana Cristina Herreros, Violeta Lópiz",Ana,Herreros,9788417308254,8417308253,"Ficha de lectura compartida ¿Qué hace Ratón Pérez con los dientes que coge por la noche? ¿Sabes dónde vive? ¿Por qué se apellida así y no López o Martínez? ¿Sabías que en otros países quien se ocupa de este trabajo es una hormiga o un hada? A todas estas preguntas encontrarás respuesta en este libro ilustrado. Y a alguna que no te haces, también. Serán muchas las cosas importantes que descubras en este libro. Sobre todo: que el verdadero regalo que este ratón te deja escondido bajo tu almohada no es el dinero ni el juguete sino...",Siruela,2023-02-22,,,,,48,,,,,,,,,,,,,2026-01-05,1
book,"El Pequeno Conejo Blanco","Xosé Ballesteros",Xosé,Ballesteros,9788484645658,8484645657,"Érase una vez un pequeño conejo blanco. Un día fue a buscar coles a la huerta para hacer un caldo. Cuando el pequeño conejo blanco volvió a su casa, se encontró con la puerta cerrada y llamó. - quién es?- preguntó un vozarrón desde dentro. -soy yo, el conejito blanco, que vengo de coger coles y voy a hacer un caldo. -pues yo soy la cabra cabresa y, si no te vas, saltaré encima de tu cabeza.","Kalandraka Editora, S.L.",2006-10-01,,,,,24,,,,,,,,,,,,,2026-01-05,1
book,"Dos Ratones","Sergio Ruzzier",Sergio,Ruzzier,9788494503894,8494503898,"The adventure-filled day of two mice offers a fun way to teach young children the numbers one, two, and three in a way they will understand.","A Buen Paso S.C.P.",2017-07-30,,,,,32,,,,,,,,,,,,,2026-01-05,1
book,"El Principito","Antoine de Saint-Exupéry",Antoine,Saint-Exupéry,9788478887200,8478887202,"Paperback - Spanish edition","Salamandra Infantil y Juvenil",2001-09-01,,,,,96,,,,,,,,,,,,,2026-01-05,1
book,"Yimulimuli y el dragón: y otros cuentos maravillosos de Senegal","Ana Cristina Herreros Ferreira, Daniel Tornero Rojo",Ana,Ferreira,9788494924279,8494924273,,"Libros de las Malas Compañías",2020-10-12,,,,,80,,,,,,,,,,,,,2026-01-05,1
book,"Is This You?","Ruth Krauss, Crockett Johnson",Ruth,Krauss,9780590411967,0590411969,"Is This You?","Scholastic Trade",1988-01-01,,,,,32,,,,,,,,,,,,,2026-01-05,1
book,"A juego lento: Taller de poesía","Mar Benegas Ortiz, Carlos Rubio Canet",Mar,Ortiz,9788494601309,849460130X,"A Juego Lento es una cocina (o un taller). Un taller de poesía (¿o una cocina?). Te ofrece todos los cacharros e ingredientes para que dejes salir la poesía que llevas dentro. Sí, en serio, dentro de ti hay grandes cantidades de poesía. ¿No lo sabías? Prueba y verás. Dale la vuelta al libro. Ábrelo. Sigue (más o menos porque aquí mandas tú) las instrucciones de Mar. ¡Y llena el mundo de versos!","Litera Libros",2016-09-16,,,,,96,,,,,,,,,,,,,2026-01-05,1
book,Gotitas,"Shinsuke Yoshitake, Mònica Somalo",Shinsuke,Yoshitake,9788416427420,8416427429,"Taro tiene un pequeño problema, cada vez que hace pis, se le escapan algunas gotitas y claro, su mamá se enfada un poco. Por supuesto, una vez que se sube los pantalones, nadie lo sabe, pero para él es un incordio. En su afán por sentirse comprendido, sale a la calle a buscar gente con el mismo problema. Aparentemente, a otros niños les pasa lo mismo, aunque no es lo que parece. Por lo menos, descubrirá una sencilla lección de vida: todo el mundo tiene algún pequeño problema con el que lidiar. Si te gustaron Me Aburro y La Curiosa Librería de Shinsuke Yoshitake, Gotitas te encantará. El maestro japonés del humor nunca falla, siempre consigue hacernos reir con su peculiar punto de vista sobre la infancia y lo cotidiano.","Pastel de Luna",2021-03-17,,,,,48,,,,,,,,,,,,,2026-01-05,1
book,"Lluvia de Cocodrilos","Maurice Sendak (Illustrator)",Maurice,(Illustrator),9788484642985,8484642984,,"Kalandraka Ediciones Andalucía, S.L.",2018-05-15,,,,,,,,,,,,,,,,,,2026-01-05,1
book,"Miguel / Pierre (Spanish Edition)","Maurice Sendak",Maurice,Sendak,9788484643326,8484643328,"A five-part story about an apathetic little boy who is swallowed by a lion.","Kalandraka Editora Sl",2018-06-18,,,,,48,,,,,,,,,,,,,2026-01-05,1
book,"Leche del sue&ntilde;o (ni&ntilde;os) (Especiales de a la Orilla del Viento) (Spanish Edition)","Leonora Carrington",Leonora,Carrington,9786071612182,6071612187,"Little Juan used to have wings by ears, and little Jorge used to eat his room walls. You should be careful walking down in Chihuahua, because you might cross with Chavela Ortiz, the monster of six legs.  These are a few characters of Milk before bed, the book where Leonora Carrington, surrealist painter and novelist, put in words her most personal and memorable vision: the stories that she created for her kids. For the first time ever it is published in a facsimile version to preserve the original visual poetry and drawings.","Fondo de Cultura Económica",2013-04-30,,,,,48,,,,,,,,,,,,,2026-01-05,1
book,"Kassunguilà (Especiales de a la Orilla del Viento) (Spanish Edition)","Zepeda Monique",Zepeda,Monique,9789681686208,9681686209,"Kassunguilà es un pequeño pez que vive en el fondo del mar al amparo de una sombrilla, hasta que un día una terrible tormenta lo arranca de su vida apacible y comienza un viaje para recuperar la paz y la confianza en sí mismo.","Fondo de Cultura Económica",2008-12-31,,,,,48,,,,,,,,,,,,,2026-01-05,1
book,"El pez rojo / The Little Red Fish (Spanish Edition)","Taeun Yoo, Carlos Heras",Taeun,Yoo,9788415250043,8415250045,,"Faktoria K De Libros",2011-03-28,,,,,36,,,,,,,,,,,,,2026-01-05,1
